,year,fuel,car_running,mileage,car
6379,2018,Petrol,less than 50000,more than 15,Tata Nexon 1.2
3199,2015,Diesel,less than 50000,more than 25,Chevrolet Beat Diesel
1347,2017,Diesel,less than 100000,more than 15,Other
297,2014,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
6957,2015,Diesel,less than 100000,more than 15,Mahindra Scorpio S10
2770,2009,Petrol,less than 25000,more than 25,Other
6930,2014,Diesel,less than 500000,more than 15,Tata Indica Vista
4449,2015,Diesel,less than 100000,more than 15,Mahindra Bolero 2011-2019
2494,2013,Diesel,less than 100000,more than 20,Maruti Swift VDI
5743,2017,Petrol,less than 25000,more than 15,Mahindra KUV 100
2964,2019,Petrol,less than 25000,0-15,Skoda Rapid 1.6
4058,2010,Diesel,less than 500000,0-15,Mahindra Bolero SLX
2880,2003,Petrol,less than 50000,0-15,Other
4953,2010,Diesel,less than 500000,0-15,Toyota Fortuner 3.0
6883,2013,Diesel,less than 100000,0-15,Tata Safari Storme
1935,2012,Diesel,less than 50000,more than 20,Ford Figo Diesel
6126,2016,Petrol,less than 50000,more than 15,Other
3317,2011,Diesel,less than 500000,more than 20,Other
6420,2017,Petrol,less than 50000,more than 15,Hyundai Grand i10
5821,2015,Diesel,less than 500000,0-15,Toyota Innova 2.5
5162,2017,Petrol,less than 25000,more than 20,Maruti Alto K10
2814,2017,Diesel,less than 50000,more than 15,Mahindra Bolero Power
5338,2012,Petrol,less than 100000,more than 20,Maruti Alto K10
3920,2003,Petrol,less than 500000,more than 15,Other
5701,2011,Petrol,less than 50000,more than 20,Hyundai i10 Magna
972,2016,Petrol,less than 100000,more than 15,Other
6332,2016,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
419,2019,Petrol,less than 10000,more than 20,Maruti Swift AMT
3237,2019,Petrol,less than 25000,more than 20,Lexus ES 300h
411,2017,Diesel,less than 50000,more than 15,Jaguar XF 2.0
3462,2006,Petrol,less than 500000,more than 15,Other
3853,2017,CNG,less than 100000,more than 25,Maruti Wagon R
2258,2009,Diesel,less than 100000,more than 15,Maruti Swift VDI
7780,2012,Diesel,less than 100000,0-15,Toyota Innova 2.5
5006,2019,Petrol,less than 25000,more than 20,Tata Tiago 1.2
791,2012,Petrol,less than 100000,more than 15,Maruti 800 AC
1317,2006,Petrol,less than 100000,more than 15,Maruti Wagon R
2497,2016,Diesel,less than 100000,more than 20,Maruti Ritz LDi
1647,2015,Diesel,less than 500000,more than 25,Maruti Swift Dzire
657,2017,Petrol,less than 50000,more than 15,Toyota Etios VX
524,2016,Petrol,less than 50000,more than 15,Chevrolet Sail 1.2
3948,2015,Petrol,less than 50000,more than 20,Maruti Swift VXI
7897,2017,Diesel,less than 50000,more than 20,Maruti Vitara Brezza
6759,2008,Diesel,less than 500000,0-15,Mahindra Scorpio 2.6
5040,2015,Diesel,less than 25000,more than 20,Hyundai Verna 1.6
4466,2015,Diesel,less than 100000,more than 20,Hyundai i20 Sportz
8066,2010,Petrol,less than 100000,more than 15,Chevrolet Spark 1.0
2900,2017,Diesel,less than 100000,more than 20,Maruti Vitara Brezza
1703,2015,Petrol,less than 50000,more than 15,Other
4600,2011,Diesel,less than 100000,more than 20,Maruti Ritz VDi
4416,2017,Diesel,less than 50000,more than 15,Jaguar XF 2.0
4483,2017,Diesel,less than 100000,more than 15,Renault Duster 85PS
2174,2011,Diesel,less than 500000,more than 20,Maruti Swift VDI
2864,2019,Petrol,less than 25000,more than 15,Hyundai Grand i10
1311,2012,Diesel,less than 500000,more than 20,Ford Figo Diesel
7976,2019,Petrol,less than 10000,more than 20,Other
7370,2017,Diesel,less than 50000,0-15,Toyota Innova Crysta
5174,2019,Diesel,less than 25000,more than 20,Hyundai Verna CRDi
2649,2011,Petrol,less than 100000,more than 15,Hyundai Santro Xing
4668,2015,Diesel,less than 50000,more than 20,Ford EcoSport 1.5
2146,2012,Diesel,less than 100000,more than 20,Maruti Swift VDI
4091,2017,Diesel,less than 25000,more than 15,Other
4190,2013,Diesel,less than 500000,more than 20,Maruti Ertiga VDI
40,2012,Petrol,less than 100000,more than 15,Maruti 800 Std
1832,2019,Petrol,less than 10000,more than 15,Honda Amaze V
4455,2014,Diesel,less than 500000,more than 15,Renault Duster 110PS
3839,2016,Petrol,less than 100000,more than 15,Honda Jazz VX
7360,2017,Diesel,less than 100000,more than 25,Maruti Swift VDI
2982,2016,Petrol,less than 100000,more than 25,Renault KWID RXT
4550,2012,Petrol,less than 50000,more than 15,Hyundai Santro Xing
7355,2006,Diesel,less than 500000,more than 15,Ford Fiesta 1.4
4819,2019,Diesel,less than 25000,more than 15,Volvo XC40 D4
2155,2014,Diesel,less than 500000,0-15,Toyota Innova 2.5
4294,2017,Petrol,less than 10000,more than 15,Hyundai Grand i10
6509,2010,Petrol,less than 50000,more than 15,Maruti Alto LX
3905,2016,Petrol,less than 25000,more than 15,Other
6211,2008,Petrol,less than 500000,more than 15,Hyundai i10 Era
7606,2014,Diesel,less than 100000,more than 15,Mahindra XUV500 W6
6176,2019,Petrol,less than 10000,more than 20,Maruti Swift AMT
7103,2014,Petrol,less than 100000,more than 15,Maruti Ertiga VXI
681,2016,Diesel,less than 50000,0-15,Other
4734,2014,Diesel,less than 50000,more than 20,Hyundai Xcent 1.1
2885,2012,Petrol,less than 100000,more than 15,Maruti A-Star Vxi
702,2012,Petrol,less than 100000,more than 15,Maruti Wagon R
1825,2016,Petrol,less than 50000,more than 20,Hyundai EON Magna
2605,2017,Diesel,less than 25000,more than 20,Hyundai Grand i10
7641,2011,Petrol,less than 100000,more than 15,Ford Figo Petrol
1397,2020,Diesel,less than 25000,0-15,Toyota Innova Crysta
4749,2013,Diesel,less than 100000,more than 20,Tata Indigo eCS
5277,2010,CNG,less than 100000,more than 20,Other
6932,2007,Diesel,less than 100000,more than 15,Tata Indica V2
6458,2016,Petrol,less than 100000,more than 20,Maruti Alto 800
1110,2019,Diesel,less than 10000,more than 15,BMW X4 M
5454,2013,Diesel,less than 500000,more than 15,Renault Duster 110PS
6408,2012,Petrol,less than 100000,more than 15,Maruti Swift Dzire
7133,2014,Diesel,less than 100000,more than 15,Mahindra XUV500 W8
3600,2008,Diesel,less than 100000,more than 15,Maruti Swift Vdi
6564,2019,Petrol,less than 10000,more than 20,Maruti Swift AMT
6347,2009,Diesel,less than 500000,0-15,Mahindra Xylo D2
529,2011,Petrol,less than 50000,more than 20,Maruti Alto K10
2209,2013,Diesel,less than 100000,more than 20,Maruti Swift VDI
2952,2011,Diesel,less than 100000,more than 15,Tata Indica Vista
4150,2007,Diesel,less than 100000,more than 20,Other
2697,2018,Petrol,less than 50000,more than 20,Other
4082,2017,Diesel,less than 50000,more than 15,Hyundai Creta 1.6
4509,2019,Petrol,less than 25000,more than 25,Renault KWID RXT
3282,2016,Diesel,less than 100000,more than 20,Other
937,2011,Diesel,less than 100000,more than 25,Tata Indica V2
5759,2006,Petrol,less than 500000,more than 15,Maruti Wagon R
754,2017,Petrol,less than 100000,more than 15,Ford Figo Aspire
5970,2017,Petrol,less than 500000,more than 20,Maruti Swift Dzire
7864,2013,Petrol,less than 100000,more than 20,Maruti Wagon R
4351,2011,Diesel,less than 500000,more than 20,Ford Figo Diesel
711,2014,Diesel,less than 100000,0-15,Chevrolet Tavera Neo
7967,2011,Diesel,less than 100000,more than 15,BMW 3 Series
6526,2012,Diesel,less than 100000,0-15,Toyota Innova 2.5
6484,2014,Diesel,less than 100000,more than 20,Hyundai Grand i10
1945,2014,Petrol,less than 100000,more than 15,Maruti Ritz VXi
564,2014,Diesel,less than 100000,more than 20,Ford EcoSport 1.5
340,2013,Diesel,less than 500000,more than 20,Maruti Ertiga VDI
7993,2015,Petrol,less than 500000,more than 20,Maruti Swift Dzire
746,2018,Petrol,less than 50000,more than 15,Hyundai Grand i10
4752,2009,Diesel,less than 500000,0-15,Toyota Innova 2.5
4028,2012,Petrol,less than 500000,more than 15,Other
7767,2011,Diesel,less than 500000,more than 15,Mahindra XUV500 W6
5936,2018,Petrol,less than 50000,more than 15,Honda WR-V i-VTEC
5723,2008,Diesel,less than 500000,0-15,Other
2449,2009,Petrol,less than 100000,more than 15,Maruti Wagon R
1137,2015,Diesel,less than 500000,0-15,Tata Safari Storme
4878,2017,Diesel,less than 100000,more than 20,Hyundai i20 2015-2017
425,2019,Petrol,less than 10000,more than 15,Honda Amaze V
5272,2013,Diesel,less than 100000,more than 20,Hyundai Verna 1.6
4723,2018,Diesel,less than 500000,0-15,Tata Safari Storme
1947,2017,Petrol,less than 50000,more than 20,Other
6973,2019,Diesel,less than 10000,more than 15,BMW X4 M
1348,2017,Petrol,less than 500000,more than 15,Other
5336,2019,Petrol,less than 10000,more than 20,Maruti Swift Dzire
7432,2019,Petrol,less than 10000,more than 20,Other
600,2013,Diesel,less than 500000,0-15,Toyota Fortuner 2.8
1798,2017,Petrol,less than 50000,more than 20,Maruti Swift Dzire
6418,2003,Diesel,less than 500000,more than 15,Other
7183,2016,Diesel,less than 50000,more than 15,Mahindra XUV500 W4
2517,2018,Petrol,less than 10000,more than 20,Other
1038,2011,Diesel,less than 100000,0-15,Toyota Innova Crysta
4880,2010,Diesel,less than 100000,more than 15,BMW 5 Series
1268,2017,Diesel,less than 100000,more than 15,Other
4264,2013,Diesel,less than 100000,0-15,Toyota Innova 2.5
3685,2019,Diesel,less than 50000,more than 15,Mahindra Bolero 2011-2019
6078,2019,Diesel,less than 25000,more than 15,Other
4217,2017,Diesel,less than 50000,more than 15,Jaguar XF 2.0
778,2013,Diesel,less than 500000,0-15,Other
5081,2017,Diesel,less than 100000,more than 20,Maruti SX4 S
4533,2015,Diesel,less than 25000,more than 20,Other
6366,2014,Diesel,less than 50000,more than 20,Maruti Ritz VDi
4842,2020,Petrol,less than 10000,more than 20,Maruti Alto 800
7734,2014,Petrol,less than 100000,more than 20,Hyundai EON D
7968,2007,Petrol,less than 500000,more than 15,Hyundai Santro Xing
1764,2016,Diesel,less than 500000,more than 20,Toyota Etios GD
6359,2017,Petrol,less than 100000,more than 20,Hyundai Xcent 1.2
5848,2016,Diesel,less than 500000,more than 20,Hyundai i20 Asta
254,2013,Diesel,less than 500000,more than 15,Tata Indica Vista
7769,2015,Petrol,less than 50000,more than 20,Other
3529,2017,Diesel,less than 100000,more than 20,Hyundai Grand i10
6453,2013,Diesel,less than 500000,more than 20,Ford Figo Diesel
5541,2009,Petrol,less than 100000,more than 15,Maruti Wagon R
4615,2016,Diesel,less than 100000,more than 15,Mahindra XUV500 W6
4054,2010,Diesel,less than 500000,more than 15,Tata Indica Vista
82,2016,Petrol,less than 50000,more than 15,Other
7564,2018,Petrol,less than 50000,more than 15,Hyundai i20 1.2
7598,2015,Petrol,less than 100000,more than 20,Maruti Swift VXI
3933,2011,Petrol,less than 100000,more than 15,Other
805,2008,Petrol,less than 100000,more than 15,Honda City 2017-2020
5614,2017,Diesel,less than 10000,0-15,Jaguar XE 2016-2019
141,2016,Diesel,less than 50000,more than 15,Other
5712,2009,Diesel,less than 500000,0-15,Other
6473,2017,Petrol,less than 100000,more than 20,Maruti Alto 800
2254,2011,Petrol,less than 500000,more than 15,Maruti 800 AC
3550,2016,Diesel,less than 500000,more than 20,Other
5155,2017,Diesel,less than 100000,more than 20,Maruti Vitara Brezza
6862,2017,Petrol,less than 50000,more than 20,Tata Tigor 1.2
4219,2019,Diesel,less than 25000,more than 15,Volvo XC40 D4
1417,2012,Diesel,less than 500000,more than 20,Hyundai Verna 1.6
515,2012,Diesel,less than 100000,0-15,Mahindra Bolero 2011-2019
2825,2016,Diesel,less than 100000,more than 25,Maruti Ciaz ZDi
3244,2017,Diesel,less than 50000,more than 25,Maruti Ciaz 1.3
2169,2013,Diesel,less than 500000,0-15,Mahindra Scorpio LX
5916,2007,Petrol,less than 100000,more than 15,Honda City 2017-2020
3022,2009,Petrol,less than 100000,more than 15,Maruti Alto LXi
7559,2012,Diesel,less than 500000,more than 20,Other
5855,2012,Petrol,less than 500000,more than 15,Hyundai i20 1.2
3630,2019,Diesel,less than 25000,more than 25,Maruti Swift VDI
4935,2011,Diesel,less than 100000,more than 20,Hyundai i20 1.4
7226,2017,Petrol,less than 50000,more than 20,Maruti Alto K10
1739,2017,Petrol,less than 50000,more than 15,Hyundai Grand i10
7926,2017,Diesel,less than 50000,more than 20,Other
6749,2012,Diesel,less than 500000,more than 20,Nissan Sunny Diesel
3217,2018,Diesel,less than 50000,more than 15,Hyundai Creta 1.6
232,2016,Petrol,less than 500000,more than 20,Maruti Wagon R
7140,2017,Petrol,less than 50000,more than 15,Other
6755,2010,Diesel,less than 500000,0-15,Tata New Safari
3020,2007,Diesel,less than 500000,more than 15,Hyundai Verna CRDi
1355,2014,Petrol,less than 50000,more than 15,Hyundai Santro Xing
1462,2011,Diesel,less than 100000,more than 20,Maruti Ritz VDi
1818,2013,Diesel,less than 100000,more than 15,Mahindra Bolero 2011-2019
6827,2015,Diesel,less than 100000,more than 25,Maruti Ciaz ZDi
3371,2017,Petrol,less than 50000,more than 20,Tata Tiago 1.2
820,2014,Diesel,less than 100000,0-15,Toyota Innova 2.5
886,2010,Diesel,less than 500000,0-15,Mahindra Bolero DI
4489,2015,Diesel,less than 100000,more than 20,Hyundai Xcent 1.1
7200,2018,Diesel,less than 50000,more than 25,Mahindra KUV 100
6756,2011,Diesel,less than 500000,more than 20,Hyundai Verna 1.6
2791,2015,Diesel,less than 500000,more than 25,Maruti Swift VDI
4572,2009,Diesel,less than 500000,0-15,Tata New Safari
7955,2014,Diesel,less than 100000,more than 20,Other
4552,2018,Petrol,less than 25000,more than 15,Hyundai Grand i10
4204,2018,Diesel,less than 50000,more than 20,Ford EcoSport 1.5
1883,2008,Petrol,less than 500000,more than 15,Honda City 2017-2020
762,2010,Diesel,less than 100000,more than 20,Volkswagen Polo Diesel
2198,2017,Petrol,less than 25000,more than 15,Ford EcoSport 1.5
4886,2016,Petrol,less than 25000,more than 20,Other
2319,2017,Petrol,less than 10000,more than 20,Hyundai EON Era
4107,2015,Diesel,less than 100000,more than 25,Honda City i
1138,2019,Diesel,less than 25000,more than 15,Volvo XC40 D4
3692,2017,Petrol,less than 25000,more than 15,Hyundai Xcent 1.2
5107,2009,Petrol,less than 100000,more than 15,Maruti Wagon R
6270,2018,Diesel,less than 50000,more than 25,Maruti Ertiga ZDI
5730,2010,Petrol,less than 100000,more than 15,Maruti Alto LXi
4769,2017,Petrol,less than 100000,more than 20,Maruti Swift Dzire
6146,2018,Petrol,less than 25000,more than 15,Honda City i-VTEC
1944,2012,Diesel,less than 100000,more than 20,Mahindra Verito 1.5
1905,2018,Petrol,less than 50000,more than 20,Renault KWID 1.0
2025,2011,Diesel,less than 100000,0-15,Tata New Safari
6641,2008,Petrol,less than 500000,0-15,Honda Civic 1.8
3741,2017,Diesel,less than 50000,more than 20,Hyundai Verna 1.6
588,2013,Diesel,less than 500000,0-15,Other
4797,2017,Diesel,less than 50000,more than 25,Other
4014,2015,Diesel,less than 100000,more than 25,Honda Amaze VX
77,2012,Petrol,less than 500000,more than 15,Other
2638,2016,Petrol,less than 100000,more than 15,Honda Jazz VX
7143,2010,Petrol,less than 100000,more than 15,Maruti Swift Dzire
3469,2009,Petrol,less than 100000,more than 15,Hyundai i20 Magna
3785,2011,Diesel,less than 100000,0-15,Tata Safari DICOR
2362,2013,Petrol,less than 50000,more than 15,Hyundai i20 Sportz
4215,2017,Diesel,less than 10000,0-15,Jaguar XE 2016-2019
2248,2018,Petrol,less than 25000,more than 20,Maruti Swift VXI
3556,2018,Petrol,less than 50000,more than 15,Hyundai Creta 1.6
7736,2012,Diesel,less than 100000,0-15,Tata Safari DICOR
7546,2016,Petrol,less than 50000,more than 20,Other
4747,2018,Petrol,less than 10000,more than 15,Honda Jazz 1.2
5664,2013,Diesel,less than 500000,more than 15,Mahindra XUV500 W6
8057,2013,Petrol,less than 100000,0-15,Other
3245,2017,Petrol,less than 100000,0-15,Other
6259,2012,Petrol,less than 100000,more than 15,Maruti Alto LXi
7393,2018,Diesel,less than 100000,more than 20,Toyota Etios Liva
3230,2013,Petrol,less than 100000,more than 15,Maruti Wagon R
2879,2014,Diesel,less than 100000,more than 20,Hyundai i20 Asta
215,2015,Petrol,less than 100000,more than 20,Maruti Wagon R
3819,2006,Diesel,less than 500000,more than 15,Ford Fiesta 1.4
392,2015,Diesel,less than 100000,more than 25,Maruti Swift Dzire
27,2013,Diesel,less than 100000,more than 15,Chevrolet Enjoy TCDi
6472,2006,Petrol,less than 100000,more than 15,Maruti Wagon R
752,2008,Diesel,less than 500000,0-15,Toyota Innova 2.5
1810,2012,Diesel,100000 or more,more than 15,Mahindra XUV500 W6
478,2010,Diesel,less than 50000,more than 15,Tata Indigo CS
5523,2015,Petrol,less than 25000,more than 20,Maruti Celerio VXI
6546,2010,Diesel,less than 100000,more than 15,Other
909,2013,Petrol,less than 100000,more than 15,Hyundai i20 Sportz
5127,2017,Diesel,less than 100000,more than 25,Maruti Swift Dzire
7239,2015,Diesel,less than 25000,more than 15,Other
5579,2008,Diesel,less than 500000,0-15,Other
1558,2013,Petrol,less than 100000,more than 15,Other
7593,2015,Diesel,less than 100000,more than 25,Ford Figo 1.5D
5996,2010,Diesel,less than 500000,more than 15,Maruti Swift Vdi
2485,2009,Diesel,less than 500000,more than 15,Maruti Swift Dzire
6581,2016,Petrol,less than 100000,more than 15,Honda Jazz VX
2151,2010,Petrol,less than 100000,more than 15,Maruti Wagon R
6873,2018,Petrol,less than 10000,more than 20,Datsun RediGO 1.0
2180,2009,Petrol,less than 500000,more than 15,Maruti Wagon R
2331,2014,Diesel,less than 500000,0-15,Chevrolet Tavera Neo
6135,2017,Diesel,less than 50000,more than 20,Maruti Swift Dzire
563,2019,Petrol,less than 50000,more than 20,Other
7832,2016,Diesel,less than 100000,more than 15,Hyundai Creta 1.6
5465,2018,Diesel,less than 100000,more than 25,Tata Tiago 1.05
5018,2002,Petrol,less than 500000,more than 15,Maruti Zen LXI
4195,2019,Diesel,less than 10000,more than 15,Other
969,2012,Diesel,less than 100000,more than 20,Maruti Ritz VDi
5309,2019,Petrol,less than 25000,more than 20,Renault KWID 1.0
5010,2013,Diesel,less than 100000,more than 20,Maruti Ertiga ZDI
7233,2018,Petrol,less than 10000,more than 20,Maruti Baleno Zeta
7406,2013,Diesel,less than 500000,more than 25,Honda Amaze VX
4176,2010,Diesel,less than 100000,more than 20,Volkswagen Polo Diesel
4820,2016,Petrol,less than 100000,more than 15,Toyota Camry 2.5
5760,2013,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
5678,2017,Diesel,less than 100000,more than 20,Ford EcoSport 1.5
6583,2019,Petrol,less than 10000,more than 20,Maruti Swift AMT
5124,2015,Diesel,less than 25000,0-15,Other
4694,2011,Diesel,less than 100000,more than 20,Maruti Ritz VDi
3386,2018,Petrol,less than 25000,more than 20,Maruti Swift Dzire
4102,2015,Petrol,less than 50000,more than 15,Honda Jazz 1.2
5158,2019,Diesel,less than 10000,more than 20,Ford EcoSport 1.5
997,2012,Diesel,less than 500000,0-15,Tata Safari DICOR
3227,2017,Diesel,less than 50000,more than 20,Volkswagen Ameo 1.5
7221,2016,Diesel,less than 500000,more than 25,Maruti Swift Dzire
1017,2019,Petrol,less than 25000,more than 15,Hyundai Verna VTVT
7109,2013,Diesel,less than 500000,more than 20,Maruti Swift VDI
7069,2020,Petrol,less than 25000,more than 20,Other
653,2018,Diesel,less than 50000,more than 25,Maruti Baleno Alpha
7218,1997,Petrol,less than 100000,more than 15,Maruti 800 AC
7099,2015,Petrol,less than 50000,0-15,Nissan Terrano XL
4144,2017,Petrol,less than 50000,more than 15,Hyundai Creta 1.6
4414,2017,Diesel,less than 10000,0-15,Jaguar XE 2016-2019
919,2012,Diesel,less than 500000,more than 20,Hyundai i20 1.4
3400,2016,Petrol,less than 25000,more than 15,Chevrolet Sail 1.2
1609,2018,Petrol,less than 25000,more than 15,Ford Freestyle Titanium
2788,2017,Petrol,less than 25000,more than 15,Hyundai i20 1.2
2715,2014,Petrol,less than 25000,more than 20,Maruti Alto 800
1950,2013,Petrol,less than 50000,more than 15,Maruti Eeco 5
3133,2014,Petrol,less than 500000,more than 15,Maruti Swift Dzire
2926,2019,Petrol,less than 25000,more than 20,Maruti Baleno Zeta
4436,2013,Diesel,less than 100000,more than 20,Chevrolet Sail Hatchback
8012,2011,Diesel,less than 500000,more than 20,Ford Figo Diesel
3738,2019,Diesel,less than 50000,more than 20,Volkswagen Ameo 1.5
3236,2018,Diesel,less than 50000,more than 15,Other
3798,2006,Petrol,less than 500000,0-15,Other
7789,2013,Diesel,less than 100000,more than 20,Other
6489,2018,Diesel,less than 100000,more than 20,Tata Nexon 1.5
5787,2009,Diesel,less than 100000,0-15,Other
6902,2011,Diesel,less than 500000,more than 15,Mahindra Bolero 2011-2019
3265,2017,Diesel,less than 50000,more than 20,Hyundai i20 1.4
1215,2017,Petrol,less than 100000,more than 20,Other
5978,2011,Petrol,less than 100000,0-15,Other
6351,2017,Petrol,less than 50000,more than 15,Other
5063,2019,Petrol,less than 25000,more than 15,Other
3056,2019,Diesel,less than 50000,more than 20,Hyundai Verna CRDi
518,2013,Petrol,less than 100000,more than 20,Hyundai EON Era
1724,2019,Diesel,less than 10000,more than 15,BMW X4 M
7665,2013,Petrol,less than 50000,0-15,Skoda Rapid 1.6
2342,2008,Petrol,less than 50000,more than 20,Hyundai i10 Magna
3301,2016,Diesel,less than 50000,more than 25,Mahindra KUV 100
4863,2015,Diesel,less than 500000,more than 20,Toyota Corolla Altis
1375,2016,Petrol,less than 10000,more than 15,Other
5265,2006,Petrol,less than 100000,more than 15,Other
4570,2006,Diesel,less than 500000,0-15,Toyota Innova 2.5
2954,2015,Petrol,less than 25000,more than 15,Hyundai Xcent 1.2
6329,2008,Diesel,less than 500000,more than 15,Ford Fiesta 1.4
7019,2014,Petrol,less than 25000,more than 20,Maruti Wagon R
2886,2000,Petrol,less than 500000,more than 15,Maruti 800 AC
268,2019,Petrol,less than 10000,more than 15,Hyundai Elite i20
5146,2017,Diesel,less than 500000,more than 25,Maruti Swift Dzire
6156,2010,Petrol,less than 500000,more than 20,Maruti Alto K10
5515,2017,Diesel,less than 100000,more than 20,Other
4934,2016,Diesel,less than 50000,more than 20,Maruti Vitara Brezza
7610,2013,Diesel,less than 500000,more than 20,Volkswagen Polo Diesel
107,2017,Petrol,less than 50000,more than 15,Hyundai Verna VTVT
3477,2016,Petrol,less than 100000,more than 15,Ford Figo 1.2P
7442,2017,Petrol,less than 50000,more than 15,Other
5645,2017,Diesel,less than 500000,more than 25,Tata Indigo CS
3129,2015,Diesel,less than 50000,more than 25,Maruti Ciaz ZDi
5831,2013,Diesel,less than 500000,more than 20,Other
2779,2017,Petrol,less than 100000,more than 20,Tata Tiago 1.2
2573,2013,CNG,less than 100000,more than 25,Maruti Wagon R
4377,2016,Diesel,less than 50000,more than 15,Other
3226,2011,Diesel,less than 500000,more than 15,Maruti Swift Dzire
6413,2016,Petrol,less than 25000,more than 20,Maruti Alto 800
632,2016,Diesel,less than 100000,more than 15,Mahindra Scorpio S10
3206,2019,Petrol,less than 10000,more than 15,Hyundai Elite i20
602,2018,Petrol,less than 50000,more than 15,Hyundai Grand i10
3489,2013,Diesel,less than 500000,more than 15,Mahindra XUV500 W8
7335,2016,Diesel,less than 50000,0-15,Other
5533,2014,Diesel,less than 100000,more than 15,Chevrolet Enjoy TCDi
5604,2010,Diesel,less than 500000,more than 20,Hyundai i20 Asta
1694,2008,Diesel,less than 500000,more than 15,Hyundai Verna CRDi
4910,2012,Petrol,less than 100000,more than 15,Maruti Swift Dzire
1158,2016,Petrol,less than 25000,more than 25,Renault KWID RXT
2558,2010,Petrol,less than 100000,more than 15,Chevrolet Spark 1.0
5526,2018,Diesel,less than 100000,more than 15,Mahindra TUV 300
5009,2006,Petrol,less than 50000,more than 15,Maruti Swift ZXI
5892,2010,Petrol,less than 100000,more than 20,Other
5580,2011,Diesel,less than 500000,more than 20,Hyundai i20 1.4
438,2013,Diesel,less than 500000,more than 20,Maruti Swift Dzire
3820,2013,Diesel,less than 500000,more than 15,Tata Indica Vista
8070,2015,Diesel,less than 100000,more than 25,Honda Amaze VX
4012,2019,Petrol,less than 25000,more than 15,Other
609,2011,Diesel,less than 100000,0-15,Mahindra Bolero SLX
2855,2014,Diesel,less than 500000,more than 20,Ford Figo Diesel
2835,2015,Diesel,less than 100000,more than 25,Maruti Ertiga VDI
3231,2017,Diesel,less than 50000,more than 25,Maruti Swift Dzire
6456,2015,Diesel,less than 100000,more than 15,Other
6794,2012,Diesel,less than 500000,more than 20,Tata Indigo eCS
1055,2017,Petrol,less than 10000,more than 15,Other
6160,2018,Diesel,less than 50000,more than 25,Hyundai Xcent 1.2
1354,2008,Diesel,less than 500000,0-15,Tata New Safari
3127,2007,Diesel,less than 500000,more than 15,Hyundai Verna CRDi
5090,2018,Diesel,less than 50000,more than 25,Maruti Baleno Alpha
7871,2017,Diesel,less than 100000,more than 20,Hyundai Grand i10
1603,2008,Petrol,less than 100000,more than 15,Hyundai i10 Era
3589,2018,Petrol,less than 25000,more than 15,Mahindra KUV 100
6365,2019,Petrol,less than 10000,more than 15,Datsun GO Plus
5393,2014,Diesel,less than 500000,more than 20,Other
1808,2012,Petrol,less than 50000,more than 15,Chevrolet Spark 1.0
6628,2007,Petrol,less than 100000,more than 15,Maruti 800 AC
5661,2005,Diesel,less than 100000,0-15,Mahindra Bolero DI
4555,2019,Petrol,less than 10000,more than 20,Maruti Swift AMT
4350,2011,Diesel,less than 500000,more than 15,Maruti Swift Vdi
2981,2010,Diesel,less than 500000,0-15,Toyota Innova 2.5
3889,2006,Petrol,less than 500000,0-15,Maruti Wagon R
1920,2008,Petrol,less than 100000,more than 20,Other
303,2017,Diesel,less than 50000,more than 25,Maruti Swift Dzire
6624,2012,Diesel,less than 500000,0-15,Mahindra Scorpio VLX
676,2018,Petrol,less than 25000,more than 15,Mahindra KUV 100
1550,2016,Diesel,less than 50000,more than 15,Renault Duster 85PS
4005,2016,Petrol,less than 10000,more than 20,Maruti Alto 800
2802,2016,Diesel,less than 500000,more than 15,Renault Duster 85PS
4094,2015,Diesel,less than 50000,more than 15,Mahindra XUV500 W10
3576,2016,Petrol,less than 25000,more than 20,Tata Tiago 1.2
2192,2016,Petrol,less than 100000,more than 20,Maruti Alto 800
7482,2016,Diesel,less than 50000,more than 20,Hyundai i20 Asta
5325,2014,Diesel,less than 100000,more than 25,Maruti Swift VDI
41,2019,Petrol,less than 10000,more than 15,Other
4371,2012,Petrol,less than 500000,more than 20,Hyundai EON Era
1549,2019,Petrol,less than 10000,more than 20,Tata Tiago 1.2
1264,2007,Petrol,less than 100000,more than 15,Other
7799,2007,Diesel,less than 100000,more than 15,Hyundai Verna CRDi
5795,2013,Diesel,less than 100000,more than 15,Other
1663,2007,Diesel,less than 100000,more than 15,Other
7893,2011,Petrol,less than 500000,0-15,Other
2924,2018,Diesel,less than 500000,more than 20,Maruti Swift Dzire
5677,2011,Diesel,less than 100000,more than 15,Tata Indica Vista
5691,2015,Diesel,less than 500000,more than 20,Nissan Terrano XL
6459,2018,Petrol,less than 50000,more than 20,Hyundai EON Era
5138,2011,Petrol,less than 50000,more than 15,Chevrolet Spark 1.0
1612,2016,Petrol,less than 500000,more than 20,Hyundai EON D
344,2010,Diesel,less than 100000,more than 20,Ford Figo Diesel
3106,2013,Petrol,less than 50000,more than 20,Hyundai i10 Magna
4283,2016,Diesel,less than 100000,more than 15,Hyundai Creta 1.6
932,2013,Petrol,less than 100000,more than 20,Maruti Alto K10
6995,2014,Petrol,less than 100000,more than 15,Maruti Swift Dzire
251,2012,Petrol,less than 500000,more than 15,Hyundai i20 1.2
